TVDSS,WELL,NPHI,GR,RHOB,PHIE,VSH
3299.9172,N9,0.13242,51.718,2.391,0.162093,0.0125
3300.0696,N9,0.13448,43.204,2.385,0.16619,0.0062
3300.222,N9,0.14178,35.352,2.387,0.162901,0.0378
3300.3744,N9,0.14406,33.895,2.392,0.158524,0.0578
3300.5268,N9,0.14451,34.566,2.396,0.155353,0.0688
3300.6792,N9,0.14277,37.631,2.394,0.157303,0.0577
3300.8316,N9,0.14405,42.221,2.391,0.159292,0.0555
3300.984,N9,0.14794,47.081,2.391,0.158354,0.0699
3301.1364,N9,0.15183,48.308,2.398,0.152058,0.1005
3301.2888,N9,0.15259,49.142,2.402,0.148813,0.1125
3301.4412,N9,0.15142,48.262,2.398,0.152157,0.0989
3301.5936,N9,0.15263,46.387,2.394,0.154927,0.0941
3301.746,N9,0.15312,44.767,2.399,0.150982,0.1075
3301.8984,N9,0.14176,43.6,2.407,0.147592,0.0841
3302.0508,N9,0.14523,44.915,2.415,0.14063,0.1154
3302.2032,N9,0.14869,47.102,2.415,0.139798,0.1282
3302.3556,N9,0.15047,51.603,2.415,0.139369,0.1348
3302.508,N9,0.13998,56.707,2.422,0.136528,0.1122
3302.6604,N9,0.11576,59.749,2.432,0.134669,0.0458
3302.8128,N9,0.11663,54.397,2.436,0.131391,0.0583
3302.9652,N9,0.12059,49.046,2.449,0.120462,0.103
3303.1176,N9,0.13227,46.713,2.461,0.108452,0.174
3303.27,N9,0.14859,52.134,2.464,0.102248,0.2412
3303.4224,N9,0.15311,57.509,2.448,0.113445,0.2209
3303.5748,N9,0.15764,59.697,2.432,0.124623,0.2006
3303.7272,N9,0.16216,61.884,2.436,0.120472,0.2266
3303.8796,N9,0.16816,59.953,2.448,0.109834,0.2765
3304.032,N9,0.17462,56.548,2.448,0.108283,0.3004
3304.1844,N9,0.1726,58.72,2.435,0.118727,0.2629
3304.3368,N9,0.16176,62.365,2.426,0.128228,0.202
3304.4892,N9,0.15129,62.316,2.435,0.123849,0.1841
3304.6416,N9,0.14212,58.108,2.436,0.125283,0.1525
3304.794,N9,0.13296,52.695,2.436,0.127479,0.1186
3304.9464,N9,0.14278,51.479,2.299,0.200721,0.0
3306.0132,N9,0.17259,25.305,2.301,0.212807,0.0
3306.1656,N9,0.14375,24.088,2.379,0.17335,0.0
3306.318,N9,0.19275,28.498,2.457,0.161418,0.0538
3306.4704,N9,0.22026,33.966,2.496,0.148382,0.1379
3306.6228,N9,0.18334,49.034,2.488,0.085726,0.3698
3306.7752,N9,0.14642,61.07,2.469,0.098925,0.2448
3306.9276,N9,0.10979,58.112,2.449,0.123043,0.0631
3307.08,N9,0.11096,46.013,2.453,0.119689,0.0767
3307.2324,N9,0.10876,37.168,2.457,0.117139,0.0778
3307.3848,N9,0.10122,32.789,2.466,0.112009,0.0708
3307.5372,N9,0.11558,35.29,2.469,0.10628,0.1308
3307.6896,N9,0.15766,38.571,2.39,0.156776,0.1035
3308.9088,N9,0.27712,77.839,2.487,0.053692,0.7696
3309.0612,N9,0.23198,79.909,2.468,0.079158,0.5588
3309.2136,N9,0.18685,68.472,2.449,0.104577,0.348
3309.366,N9,0.14171,43.138,2.424,0.13458,0.1232
3309.5184,N9,0.13319,32.296,2.4,0.155015,0.0362
3309.6708,N9,0.16583,21.455,2.376,0.183575,0.0
3309.8232,N9,0.19846,25.703,2.414,0.184703,0.0108
3309.9756,N9,0.2311,33.479,2.463,0.164425,0.1304
3310.128,N9,0.20305,52.56,2.499,0.080492,0.424
3310.5852,N9,0.1401,86.996,2.481,0.091202,0.2492
3310.7376,N9,0.14302,78.734,2.466,0.102043,0.2253
3310.89,N9,0.14594,70.336,2.454,0.110559,0.2083
3311.0424,N9,0.14886,61.683,2.459,0.106023,0.2307
3311.1948,N9,0.14547,53.885,2.464,0.102994,0.2297
3311.3472,N9,0.14211,56.163,2.472,0.097648,0.2358
3311.4996,N9,0.1494,58.442,2.481,0.088986,0.2836
3311.652,N9,0.1567,60.275,2.482,0.086477,0.3129
3311.8044,N9,0.164,61.629,2.456,0.104699,0.2797
3311.9568,N9,0.16107,61.312,2.429,0.126096,0.2064
3312.1092,N9,0.15085,54.744,2.402,0.149232,0.1061
3312.2616,N9,0.14302,47.51,2.385,0.164133,0.0378
3312.414,N9,0.13653,42.307,2.373,0.17235,0.0
3312.5664,N9,0.13005,42.162,2.362,0.173336,0.0
3312.7188,N9,0.13181,44.313,2.373,0.17031,0.0
3312.8712,N9,0.13593,45.964,2.384,0.166607,0.0093
3313.0236,N9,0.13243,44.749,2.383,0.167128,0.0
3313.176,N9,0.1306,42.332,2.379,0.167716,0.0
3313.3284,N9,0.13428,42.149,2.377,0.169998,0.0
3313.4808,N9,0.14157,38.651,2.372,0.174431,0.0023
3313.6332,N9,0.14142,34.348,2.36,0.178955,0.0
3313.7856,N9,0.13537,30.045,2.347,0.180839,0.0
3313.938,N9,0.13199,29.312,2.354,0.176944,0.0
3314.0904,N9,0.13515,31.378,2.363,0.175212,0.0
3314.2428,N9,0.13681,30.61,2.367,0.174546,0.0
3314.3952,N9,0.13559,24.939,2.367,0.17402,0.0
3314.5476,N9,0.13495,22.67,2.364,0.17478,0.0
3314.7,N9,0.1352,21.293,2.361,0.175925,0.0
3314.8524,N9,0.13583,21.293,2.361,0.176198,0.0
3315.0048,N9,0.13747,21.293,2.366,0.175177,0.0
3315.1572,N9,0.14209,19.412,2.37,0.175771,0.0
3315.3096,N9,0.1442,17.642,2.366,0.178059,0.0
3315.462,N9,0.1369,15.871,2.348,0.18116,0.0
3315.6144,N9,0.12961,17.007,2.339,0.181067,0.0
3315.7668,N9,0.12461,18.634,2.34,0.178497,0.0
3315.9192,N9,0.12104,20.261,2.349,0.173811,0.0
3316.0716,N9,0.11748,21.888,2.357,0.169473,0.0
3316.224,N9,0.1167,22.476,2.36,0.168097,0.0
3316.3764,N9,0.11711,20.82,2.366,0.166231,0.0
3316.5288,N9,0.11672,19.147,2.371,0.164348,0.0
3316.6812,N9,0.11526,17.474,2.373,0.163011,0.0
3316.8336,N9,0.1138,15.801,2.372,0.162696,0.0
3316.986,N9,0.11698,14.128,2.364,0.166856,0.0
3317.1384,N9,0.1204,14.115,2.362,0.169071,0.0
3317.2908,N9,0.12137,15.939,2.356,0.17156,0.0
3317.4432,N9,0.11948,16.123,2.352,0.172083,0.0
3317.5956,N9,0.11305,14.847,2.353,0.168833,0.0
3317.748,N9,0.11191,13.571,2.355,0.167632,0.0
3317.9004,N9,0.11321,13.315,2.351,0.169587,0.0
3318.0528,N9,0.12168,14.921,2.342,0.176497,0.0
3318.2052,N9,0.1395,17.546,2.334,0.187141,0.0
3318.3576,N9,0.15742,20.172,2.326,0.19763,0.0
3318.51,N9,0.1472,21.91,2.324,0.193956,0.0
3318.6624,N9,0.13699,22.855,2.336,0.185352,0.0
3318.8148,N9,0.1542,32.348,2.35,0.187872,0.0
3318.9672,N9,0.17672,45.483,2.365,0.171292,0.1161
3319.1196,N9,0.17496,43.113,2.355,0.179363,0.0864
3319.272,N9,0.15477,37.436,2.325,0.196854,0.0
3319.4244,N9,0.14777,31.76,2.314,0.197685,0.0
3319.5768,N9,0.14702,26.083,2.344,0.186915,0.0
3319.7292,N9,0.14535,21.952,2.325,0.192808,0.0
3319.8816,N9,0.14454,21.769,2.224,0.227568,0.0
3321.2532,N9,0.20436,43.374,2.393,0.143191,0.2831
3321.4056,N9,0.15214,39.447,2.371,0.172646,0.0391
3321.558,N9,0.15366,35.519,2.349,0.187993,0.0
3321.7104,N9,0.15463,38.392,2.332,0.194347,0.0
3321.8628,N9,0.15523,45.231,2.316,0.200198,0.0
3322.0152,N9,0.1553,50.582,2.306,0.203726,0.0
3322.1676,N9,0.15536,55.311,2.297,0.2069,0.0
3322.32,N9,0.15543,50.694,2.287,0.210429,0.0
3322.4724,N9,0.1555,46.469,2.271,0.216057,0.0
3322.6248,N9,0.15556,45.252,2.247,0.22448,0.0
3322.7772,N9,0.15563,45.566,2.244,0.22556,0.0
3322.9296,N9,0.15689,54.362,2.231,0.230667,0.0
3323.082,N9,0.16322,67.277,2.189,0.248214,0.0
3340.1508,N9,0.20684,58.448,2.525,0.050524,0.5493
3340.3032,N9,0.24971,68.016,2.529,0.042962,0.6859
3340.4556,N9,0.23945,75.385,2.53,0.02981,0.7299
3340.608,N9,0.21756,73.253,2.528,0.036539,0.6443
3340.7604,N9,0.20268,68.149,2.525,0.042382,0.5824
3340.9128,N9,0.21173,64.669,2.527,0.038693,0.6205
3341.0652,N9,0.21552,73.421,2.531,0.034693,0.6437
3341.2176,N9,0.22033,82.172,2.535,0.030445,0.6708
3341.37,N9,0.23511,90.924,2.534,0.02774,0.7231
3341.5224,N9,0.24989,92.671,2.53,0.027331,0.7685
3341.6748,N9,0.2481,93.4,2.526,0.030837,0.7526
3341.8272,N9,0.25083,87.149,2.526,0.030186,0.7627
3342.2844,N9,0.24567,72.62,2.529,0.029105,0.7506
3342.4368,N9,0.24499,65.329,2.523,0.049883,0.6476
3342.5892,N9,0.21913,66.538,2.519,0.043123,0.6293
3342.7416,N9,0.1841,70.791,2.515,0.054522,0.4905
3343.1988,N9,0.21081,80.924,2.527,0.03891,0.6171
3343.3512,N9,0.2652,99.14,2.53,0.02368,0.8251
3343.5036,N9,0.31288,102.464,2.531,0.0,1.0
3343.656,N9,0.31661,102.924,2.533,0.0,1.0
3343.8084,N9,0.30655,100.37,2.536,0.0,0.9918
3343.9608,N9,0.30597,103.167,2.537,0.0,0.992
3344.418,N9,0.25959,93.888,2.524,0.029628,0.7904
3344.5704,N9,0.23291,88.264,2.525,0.035221,0.6941
3344.7228,N9,0.20913,86.607,2.499,0.060894,0.546
3344.8752,N9,0.19259,83.555,2.454,0.099366,0.3807
3345.0276,N9,0.17605,68.103,2.406,0.140095,0.2085
3345.18,N9,0.15951,54.669,2.359,0.180044,0.0386
3345.3324,N9,0.14297,42.933,2.314,0.195595,0.0
3345.4848,N9,0.13468,31.198,2.303,0.195743,0.0
3345.6372,N9,0.13759,19.462,2.3,0.198077,0.0
3345.7896,N9,0.14051,18.647,2.305,0.197638,0.0
3345.942,N9,0.145,18.117,2.304,0.199958,0.0
3346.0944,N9,0.14982,17.586,2.303,0.202408,0.0
3346.2468,N9,0.15463,16.678,2.266,0.217425,0.0
3346.3992,N9,0.15691,15.772,2.25,0.224024,0.0
3346.5516,N9,0.1574,15.379,2.247,0.225289,0.0
3346.704,N9,0.1619,15.379,2.248,0.226908,0.0
3346.8564,N9,0.16865,15.379,2.242,0.231948,0.0
3347.0088,N9,0.17481,19.377,2.242,0.234595,0.0
3347.1612,N9,0.16914,21.717,2.249,0.229692,0.0
3347.3136,N9,0.16346,23.783,2.261,0.223019,0.0
3347.466,N9,0.15833,22.287,2.273,0.216587,0.0
3347.6184,N9,0.15687,20.585,2.28,0.213503,0.0
3347.7708,N9,0.15729,18.883,2.289,0.210533,0.0
3347.9232,N9,0.17073,17.444,2.331,0.201444,0.0
3348.0756,N9,0.18824,20.728,2.373,0.191804,0.0104
3348.228,N9,0.17094,35.743,2.415,0.13444,0.2104
3348.3804,N9,0.15036,51.247,2.457,0.107199,0.2316
3348.5328,N9,0.12978,45.201,2.434,0.129776,0.1023
3348.6852,N9,0.16519,39.155,2.458,0.105652,0.2736
3348.8376,N9,0.22125,40.719,2.506,0.114015,0.296
3349.2948,N9,0.22612,77.336,2.538,0.026741,0.6991
3349.4472,N9,0.2498,70.408,2.551,0.030407,0.7201
3349.5996,N9,0.27347,63.678,2.591,0.051513,0.624
3350.8188,N9,0.13939,63.938,2.463,0.105215,0.2049
3350.9712,N9,0.12423,51.722,2.433,0.131873,0.0794
3351.1236,N9,0.11825,41.101,2.403,0.154088,0.0
3351.276,N9,0.11226,34.372,2.381,0.158936,0.0
3351.4284,N9,0.10833,27.642,2.367,0.161917,0.0
3351.5808,N9,0.11355,22.199,2.361,0.166333,0.0
3351.7332,N9,0.12001,18.918,2.355,0.171294,0.0
3351.8856,N9,0.12647,18.019,2.359,0.172795,0.0
3352.038,N9,0.12082,20.329,2.356,0.171314,0.0
3352.1904,N9,0.11454,24.563,2.346,0.171898,0.0
3352.3428,N9,0.12822,27.374,2.326,0.184924,0.0
3352.4952,N9,0.1419,26.766,2.318,0.193738,0.0
3352.6476,N9,0.14654,23.639,2.316,0.196455,0.0
3352.8,N9,0.13808,19.874,2.354,0.179595,0.0
3352.9524,N9,0.1594,19.874,2.436,0.1599,0.0
3353.1048,N9,0.18877,27.091,2.518,0.133554,0.1013
3353.2572,N9,0.2065,36.487,2.524,0.113875,0.2355
3353.4096,N9,0.17567,46.35,2.459,0.099599,0.3298
3353.562,N9,0.14484,45.108,2.394,0.156805,0.0654
3353.7144,N9,0.15379,35.216,2.347,0.188747,0.0
3353.8668,N9,0.17673,36.983,2.348,0.184286,0.0768
3354.0192,N9,0.19204,46.404,2.325,0.198147,0.0801
3354.1716,N9,0.17916,48.572,2.29,0.219436,0.0
3354.324,N9,0.16673,48.086,2.258,0.225484,0.0
3354.4764,N9,0.16152,36.072,2.287,0.213052,0.0
3354.6288,N9,0.1563,25.93,2.315,0.201005,0.0
3354.7812,N9,0.14561,25.566,2.326,0.192573,0.0
3354.9336,N9,0.13345,21.111,2.331,0.185525,0.0
3355.086,N9,0.12128,20.336,2.32,0.183856,0.0
3355.2384,N9,0.12957,19.692,2.308,0.191728,0.0
3355.3908,N9,0.14088,20.969,2.302,0.198842,0.0
3355.5432,N9,0.14676,20.477,2.31,0.198639,0.0
3355.6956,N9,0.13807,19.384,2.315,0.193096,0.0
3355.848,N9,0.12844,18.47,2.303,0.19294,0.0
3356.0004,N9,0.12539,18.574,2.287,0.197055,0.0
3356.1528,N9,0.13979,18.678,2.285,0.204253,0.0
3356.3052,N9,0.17235,19.047,2.302,0.212353,0.0
3356.4576,N9,0.15775,19.452,2.293,0.20933,0.0
3356.61,N9,0.14316,19.857,2.296,0.20193,0.0
3356.7624,N9,0.13967,18.615,2.29,0.202467,0.0
3356.9148,N9,0.14745,17.302,2.306,0.200332,0.0
3357.0672,N9,0.14568,15.989,2.331,0.190864,0.0
3357.2196,N9,0.13613,17.948,2.36,0.176674,0.0
3357.372,N9,0.12658,18.469,2.331,0.182471,0.0
3357.5244,N9,0.11703,18.663,2.307,0.186356,0.0
3357.6768,N9,0.13795,16.477,2.287,0.202739,0.0
3357.8292,N9,0.15831,15.938,2.293,0.209571,0.0
3357.9816,N9,0.15296,15.756,2.31,0.201322,0.0
3358.134,N9,0.14893,15.748,2.308,0.200279,0.0
3358.2864,N9,0.15768,16.331,2.295,0.208599,0.0
3358.4388,N9,0.16643,17.357,2.282,0.216907,0.0
3358.5912,N9,0.17208,18.67,2.286,0.21789,0.0
3358.7436,N9,0.163,18.512,2.289,0.212983,0.0
3358.896,N9,0.15392,20.289,2.28,0.212221,0.0
3359.0484,N9,0.14915,21.265,2.263,0.21606,0.0
3359.2008,N9,0.15694,21.556,2.245,0.225788,0.0
3359.3532,N9,0.16472,21.848,2.263,0.22286,0.0
3359.5056,N9,0.17604,23.029,2.301,0.214244,0.0
3359.658,N9,0.19641,27.014,2.346,0.188928,0.1002
3361.0296,N9,0.3351,92.235,2.562,0.0,1.0
3361.182,N9,0.34418,94.096,2.597,0.0,1.0
3361.3344,N9,0.34883,95.266,2.617,0.0,1.0
3361.4868,N9,0.34601,96.359,2.621,0.0,1.0
3361.6392,N9,0.35642,93.698,2.616,0.0,1.0
3361.7916,N9,0.38988,91.088,2.586,0.0,1.0
3362.4012,N9,0.28137,98.008,2.476,0.061053,0.7599
3362.5536,N9,0.2837,96.565,2.568,0.0,0.9814
3365.6016,N9,0.26674,64.674,2.577,0.049086,0.6382
3366.0588,N9,0.19354,80.678,2.5,0.063846,0.4907
3366.2112,N9,0.15216,73.998,2.462,0.10293,0.2498
3366.3636,N9,0.14742,63.306,2.459,0.106367,0.2253
3366.516,N9,0.1513,53.441,2.48,0.089303,0.2883
3366.6684,N9,0.16806,53.47,2.507,0.064507,0.4127
3366.8208,N9,0.21062,54.304,2.542,0.058949,0.4901
3366.9732,N9,0.21277,57.412,2.517,0.058506,0.5345
3367.1256,N9,0.19769,64.898,2.492,0.069005,0.4876
3367.278,N9,0.20614,72.503,2.467,0.08615,0.4609
3367.4304,N9,0.2222,72.26,2.461,0.086874,0.5064
3368.1924,N9,0.2131,83.055,2.521,0.043011,0.6116
3368.3448,N9,0.20059,71.597,2.533,0.036649,0.5932
3368.4972,N9,0.19901,64.75,2.527,0.041696,0.5734
3369.2592,N9,0.33814,86.908,2.553,0.0,0.9558
3369.564,N9,0.22863,102.43,2.476,0.073844,0.5649
3369.7164,N9,0.13843,88.63,2.417,0.140732,0.0949
3369.8688,N9,0.13176,74.369,2.409,0.148464,0.0517
3370.0212,N9,0.13269,59.605,2.407,0.149773,0.0505
3370.1736,N9,0.14143,36.65,2.404,0.149969,0.0759
3370.326,N9,0.15493,34.057,2.402,0.148249,0.1212
3370.4784,N9,0.16737,38.598,2.399,0.147546,0.1602
3370.6308,N9,0.14906,43.138,2.393,0.156553,0.0786
3370.7832,N9,0.13075,46.15,2.38,0.167437,0.0
3370.9356,N9,0.11569,42.36,2.351,0.170714,0.0
3371.088,N9,0.12612,35.743,2.335,0.18089,0.0
3371.2404,N9,0.13654,26.911,2.332,0.186539,0.0
3371.3928,N9,0.13817,18.079,2.331,0.187599,0.0
3371.5452,N9,0.13054,13.97,2.332,0.183891,0.0
3371.6976,N9,0.12878,13.838,2.324,0.185863,0.0
3371.85,N9,0.12781,13.62,2.313,0.189214,0.0
3372.0024,N9,0.12683,12.869,2.307,0.190836,0.0
3372.1548,N9,0.13203,12.67,2.304,0.194212,0.0
3372.3072,N9,0.13373,12.471,2.308,0.193592,0.0
3372.4596,N9,0.13472,12.449,2.311,0.192996,0.0
3372.612,N9,0.12587,13.397,2.309,0.189714,0.0
3372.7644,N9,0.12587,14.345,2.303,0.191776,0.0
3372.9168,N9,0.12587,15.293,2.315,0.187652,0.0
3373.0692,N9,0.12543,15.258,2.334,0.180925,0.0
3373.2216,N9,0.12287,15.125,2.345,0.176002,0.0
3373.374,N9,0.12993,14.993,2.325,0.186032,0.0
3373.5264,N9,0.13837,15.092,2.305,0.196692,0.0
3373.6788,N9,0.1468,15.639,2.284,0.207707,0.0
3373.8312,N9,0.13762,16.186,2.289,0.201899,0.0
3373.9836,N9,0.12775,16.733,2.295,0.195381,0.0
3374.136,N9,0.12707,17.28,2.3,0.193352,0.0
3374.2884,N9,0.13364,17.498,2.297,0.197351,0.0
3374.4408,N9,0.13028,15.856,2.293,0.197217,0.0
3374.5932,N9,0.12871,15.882,2.29,0.197538,0.0
3374.7456,N9,0.12871,16.194,2.281,0.200637,0.0
3374.898,N9,0.20416,16.325,2.22,0.254743,0.0
3377.184,N9,0.24176,75.684,2.487,0.062259,0.6389
3377.3364,N9,0.18896,73.495,2.512,0.055688,0.5016
3377.7936,N9,0.26325,77.74,2.526,0.027217,0.8086
3377.946,N9,0.21418,78.682,2.509,0.052002,0.5879
3378.0984,N9,0.1651,71.513,2.492,0.076779,0.3671
3378.2508,N9,0.149,62.561,2.451,0.112129,0.2127
3378.4032,N9,0.173,46.436,2.403,0.143127,0.1903
3378.5556,N9,0.197,30.312,2.355,0.177663,0.1473
3378.708,N9,0.18174,18.419,2.345,0.200985,0.0
3378.8604,N9,0.13212,17.67,2.342,0.181141,0.0
3379.0128,N9,0.09837,17.67,2.339,0.166753,0.0
3379.1652,N9,0.10893,18.639,2.336,0.172725,0.0
3379.3176,N9,0.1075,20.757,2.325,0.175795,0.0
3379.47,N9,0.10562,28.068,2.342,0.16915,0.0
3379.6224,N9,0.14187,42.463,2.373,0.173594,0.0058
3379.7748,N9,0.19483,53.519,2.425,0.121025,0.3219
3379.9272,N9,0.2076,60.451,2.443,0.104171,0.4108
3380.0796,N9,0.16619,47.235,2.412,0.137881,0.1859
3380.232,N9,0.12478,34.018,2.382,0.164148,0.0
3380.3844,N9,0.12317,24.369,2.352,0.173735,0.0
3380.5368,N9,0.12608,17.363,2.332,0.181903,0.0
3380.6892,N9,0.11586,16.339,2.321,0.181035,0.0
3380.8416,N9,0.11176,17.04,2.318,0.180162,0.0
3380.994,N9,0.12457,18.29,2.315,0.187064,0.0
3381.1464,N9,0.13738,19.469,2.313,0.193484,0.0
3381.2988,N9,0.13803,19.032,2.304,0.196888,0.0
3381.4512,N9,0.11585,18.094,2.3,0.1882,0.0
3381.6036,N9,0.11694,16.999,2.319,0.182214,0.0
3381.756,N9,0.12067,16.262,2.351,0.172959,0.0
3381.9084,N9,0.1163,17.295,2.358,0.1686,0.0
3382.0608,N9,0.12982,18.328,2.364,0.172546,0.0
3382.2132,N9,0.14757,19.362,2.388,0.171828,0.0
3382.3656,N9,0.14213,26.139,2.409,0.1464,0.0877
3382.518,N9,0.133,34.936,2.382,0.167719,0.0
3382.6704,N9,0.1255,43.06,2.365,0.170304,0.0
3382.8228,N9,0.12237,42.618,2.369,0.167548,0.0
3382.9752,N9,0.11924,38.139,2.374,0.164446,0.0
3383.1276,N9,0.12718,36.323,2.374,0.167948,0.0
3383.28,N9,0.13512,38.366,2.372,0.172088,0.0
3383.4324,N9,0.14173,37.797,2.347,0.183599,0.0
3383.5848,N9,0.13297,36.521,2.345,0.180479,0.0
3383.7372,N9,0.13225,35.454,2.35,0.178438,0.0
3383.8896,N9,0.14101,35.272,2.357,0.179819,0.0
3384.042,N9,0.14811,32.687,2.344,0.187382,0.0
3384.1944,N9,0.14163,29.819,2.328,0.19015,0.0
3384.3468,N9,0.12966,26.951,2.311,0.190735,0.0
3384.4992,N9,0.13288,24.083,2.307,0.193557,0.0
3384.6516,N9,0.13742,21.309,2.335,0.185886,0.0
3384.804,N9,0.14194,21.893,2.364,0.177789,0.0
3384.9564,N9,0.13406,26.39,2.35,0.17923,0.0
3385.1088,N9,0.12618,29.786,2.335,0.180917,0.0
3385.2612,N9,0.1183,33.051,2.324,0.181128,0.0
3385.4136,N9,0.11724,32.967,2.344,0.173808,0.0
3385.566,N9,0.11833,28.753,2.364,0.167461,0.0
3385.7184,N9,0.11856,24.54,2.362,0.168248,0.0
3385.8708,N9,0.11448,21.886,2.338,0.1746,0.0
3386.0232,N9,0.10645,20.427,2.336,0.171572,0.0
3386.1756,N9,0.10235,21.938,2.352,0.164238,0.0
3386.328,N9,0.12007,23.621,2.368,0.166869,0.0
3386.4804,N9,0.13779,25.305,2.371,0.173584,0.0
3386.6328,N9,0.13293,26.988,2.343,0.181152,0.0
3386.7852,N9,0.12611,24.561,2.333,0.181573,0.0
3386.9376,N9,0.12036,20.603,2.336,0.177957,0.0
3387.09,N9,0.13107,17.587,2.347,0.178954,0.0
3387.2424,N9,0.13972,15.69,2.348,0.182384,0.0
3387.3948,N9,0.13268,21.466,2.338,0.182768,0.0
3387.5472,N9,0.12663,27.086,2.35,0.17596,0.0
3387.6996,N9,0.12554,32.437,2.389,0.162075,0.0
3387.852,N9,0.13709,33.174,2.392,0.160202,0.0321
3388.0044,N9,0.15344,31.594,2.413,0.140186,0.1411
3388.1568,N9,0.17854,31.533,2.447,0.134657,0.1648
3388.3092,N9,0.18025,35.371,2.48,0.114194,0.2196
3388.4616,N9,0.16816,40.475,2.491,0.09224,0.2925
3388.614,N9,0.1591,45.579,2.498,0.073582,0.3588
3388.7664,N9,0.15537,50.684,2.506,0.068288,0.3635
3388.9188,N9,0.15041,55.788,2.509,0.067139,0.3521
3389.0712,N9,0.15201,60.209,2.511,0.065211,0.3627
3389.376,N9,0.19925,71.664,2.518,0.048613,0.5535
3389.5284,N9,0.1995,76.037,2.516,0.050099,0.5498
3389.6808,N9,0.22658,74.085,2.491,0.062849,0.592
3394.1004,N9,0.19241,89.539,2.484,0.07641,0.4495
3394.2528,N9,0.14644,91.103,2.482,0.088922,0.275
3394.4052,N9,0.18302,92.667,2.479,0.082496,0.4032
3394.5576,N9,0.24739,87.8,2.492,0.057075,0.6713
3395.9292,N9,0.25983,62.165,2.522,0.067499,0.6024
3396.234,N9,0.1389,91.176,2.498,0.078375,0.2841
3396.3864,N9,0.14555,92.418,2.497,0.077571,0.3064
3396.5388,N9,0.1522,96.651,2.5,0.073676,0.3379
3396.6912,N9,0.1917,98.659,2.488,0.073509,0.4561
3396.8436,N9,0.23785,97.171,2.474,0.07315,0.5943
3396.996,N9,0.28399,90.604,2.484,0.054305,0.7881
3397.3008,N9,0.33068,87.847,2.565,0.0,0.9692
3397.4532,N9,0.31066,87.532,2.59,0.0,0.9647
3397.6056,N9,0.30725,88.806,2.613,0.0,0.9829
3397.758,N9,0.31382,93.623,2.618,0.0,1.0
3397.9104,N9,0.32039,94.334,2.594,0.0,1.0
3398.0628,N9,0.32695,93.605,2.563,0.0,1.0
3227.6797,N14,0.34135,107.453,2.557,0.0,0.9531
3227.8321,N14,0.35386,106.4,2.591,0.0,1.0
3227.9845,N14,0.35358,103.234,2.574,0.0,0.9728
3228.4417,N14,0.34059,103.684,2.574,0.0,0.9798
3228.7465,N14,0.33217,103.758,2.582,0.0,0.9726
3228.8989,N14,0.33838,108.167,2.594,0.0,1.0
3229.0513,N14,0.34459,105.262,2.601,0.0,1.0
3229.2037,N14,0.34297,106.29,2.602,0.0,1.0
3229.9657,N14,0.32625,105.943,2.586,0.0,0.9623
3230.1181,N14,0.34695,111.028,2.583,0.0,1.0
3231.1849,N14,0.35849,103.463,2.593,0.0,0.9764
3231.3373,N14,0.34259,106.158,2.605,0.0,1.0
3231.4897,N14,0.32668,110.03,2.617,0.0,1.0
3231.6421,N14,0.32924,111.254,2.588,0.0,0.9751
3231.7945,N14,0.32921,104.102,2.585,0.0,0.9693
3232.2517,N14,0.32375,103.004,2.593,0.0,0.968
3232.4041,N14,0.31499,105.758,2.608,0.0,0.9699
3232.5565,N14,0.32782,109.344,2.592,0.0,0.9783
3232.7089,N14,0.34643,107.133,2.597,0.0,1.0
3232.8613,N14,0.36248,110.326,2.586,0.0,1.0
3233.0137,N14,0.36784,110.786,2.529,0.0,0.9801
3233.6233,N14,0.33829,102.734,2.573,0.0,0.9651
3233.9281,N14,0.33011,106.548,2.58,0.0,0.9626
3234.0805,N14,0.32947,111.527,2.583,0.0,0.9663
3234.5377,N14,0.30875,106.045,2.607,0.0,0.9492
3234.6901,N14,0.32358,104.774,2.592,0.0,0.9656
3234.8425,N14,0.34329,106.295,2.6,0.0,1.0
3235.7569,N14,0.33352,105.973,2.592,0.0,0.9955
3235.9093,N14,0.32623,103.651,2.611,0.0,0.9792
3236.3665,N14,0.34144,104.885,2.585,0.0,0.9982
3236.5189,N14,0.35189,106.84,2.565,0.0,0.9999
3236.6713,N14,0.36233,112.417,2.544,0.0,0.9918
3236.8237,N14,0.37278,109.151,2.555,0.0,1.0
3236.9761,N14,0.38323,105.885,2.571,0.0,1.0
3237.1285,N14,0.37334,109.96,2.588,0.0,1.0
3237.2809,N14,0.36249,104.789,2.605,0.0,0.9968
3238.19529,N14,0.33085,105.267,2.6,0.0,1.0
3238.34769,N14,0.35033,111.667,2.579,0.0,1.0
3238.50009,N14,0.37723,106.272,2.561,0.0,1.0
3238.95729,N14,0.38715,110.693,2.536,0.0,1.0
3239.10969,N14,0.35066,105.396,2.552,0.0,0.9717
3239.71929,N14,0.36733,104.798,2.56,0.0,0.9969
3239.87169,N14,0.36079,108.757,2.598,0.0,1.0
3240.02409,N14,0.37568,110.378,2.596,0.0,1.0
3240.32889,N14,0.36919,110.937,2.559,0.0,1.0
3240.48129,N14,0.37893,108.031,2.541,0.0,1.0
3240.93849,N14,0.37775,104.882,2.521,0.0,0.9948
3241.09089,N14,0.37253,107.207,2.534,0.0,1.0
3241.54809,N14,0.37482,106.616,2.544,0.0,1.0
