TVDSS,WELL,NPHI,GR,RHOB,PHIE,VSH
3221.5836,N9,0.17972,41.78,2.272,0.22605,0.0
3221.736,N9,0.18091,43.329,2.272,0.226547,0.0
3221.8884,N9,0.17846,43.727,2.272,0.225522,0.0
3222.0408,N9,0.17867,40.342,2.273,0.225256,0.0
3222.1932,N9,0.1793,35.788,2.274,0.225165,0.0
3222.3456,N9,0.18372,37.333,2.277,0.225942,0.0
3222.498,N9,0.18051,40.69,2.274,0.225671,0.0
3222.6504,N9,0.17863,40.287,2.269,0.226656,0.0
3222.8028,N9,0.17814,41.053,2.263,0.228576,0.0
3222.9552,N9,0.1799,40.205,2.25,0.233926,0.0
3223.1076,N9,0.18274,40.592,2.237,0.239739,0.0
3223.26,N9,0.1831,41.684,2.24,0.238826,0.0
3223.4124,N9,0.18347,43.297,2.243,0.237916,0.0
3223.5648,N9,0.18229,43.297,2.247,0.235998,0.0
3223.7172,N9,0.18028,42.27,2.25,0.234086,0.0
3223.8696,N9,0.17882,40.547,2.244,0.235595,0.0
3224.022,N9,0.18576,39.996,2.234,0.24208,0.0
3224.1744,N9,0.18898,41.193,2.225,0.246639,0.0
3224.3268,N9,0.18821,39.998,2.227,0.245603,0.0
3224.4792,N9,0.18669,38.139,2.226,0.245318,0.0
3224.6316,N9,0.18842,35.806,2.224,0.24676,0.0
3224.784,N9,0.18952,31.583,2.235,0.243303,0.0
3224.9364,N9,0.19061,32.555,2.248,0.239123,0.0
3225.0888,N9,0.18394,33.527,2.256,0.233495,0.0
3225.2412,N9,0.18092,34.088,2.252,0.233647,0.0
3225.3936,N9,0.18044,32.993,2.248,0.234863,0.0
3225.546,N9,0.17704,34.597,2.268,0.226342,0.0
3225.6984,N9,0.1754,36.494,2.281,0.221053,0.0
3225.8508,N9,0.1794,38.39,2.293,0.218472,0.0
3226.0032,N9,0.18947,37.119,2.288,0.224395,0.0
3226.1556,N9,0.19114,34.99,2.29,0.224363,0.0
3226.308,N9,0.1928,34.26,2.3,0.221469,0.0
3226.4604,N9,0.18516,35.282,2.311,0.214449,0.0
3226.6128,N9,0.1787,38.783,2.315,0.210386,0.0
3226.7652,N9,0.18221,42.283,2.319,0.208138,0.0143
3226.9176,N9,0.18683,45.282,2.323,0.205631,0.033
3227.07,N9,0.18862,45.829,2.322,0.206174,0.0364
3227.2224,N9,0.18829,42.721,2.312,0.212674,0.017
3227.3748,N9,0.1842,39.072,2.302,0.217256,0.0
3227.5272,N9,0.18178,36.597,2.291,0.220167,0.0
3227.6796,N9,0.18199,37.18,2.285,0.222383,0.0
3227.832,N9,0.18179,36.108,2.286,0.221946,0.0
3227.9844,N9,0.1785,36.915,2.286,0.220579,0.0
3228.1368,N9,0.18224,37.124,2.284,0.222842,0.0
3228.2892,N9,0.18648,37.332,2.275,0.227795,0.0
3228.4416,N9,0.18673,36.381,2.269,0.230033,0.0
3228.594,N9,0.18554,35.492,2.263,0.231674,0.0
3228.7464,N9,0.18408,36.868,2.261,0.231776,0.0
3228.8988,N9,0.19247,37.73,2.27,0.232043,0.0
3229.0512,N9,0.19115,40.022,2.279,0.228291,0.0
3229.2036,N9,0.19142,41.683,2.273,0.230541,0.0
3229.356,N9,0.19395,42.661,2.265,0.234435,0.0
3229.5084,N9,0.18693,42.874,2.271,0.229405,0.0
3229.6608,N9,0.18718,43.178,2.279,0.22666,0.0
3229.8132,N9,0.18848,45.905,2.278,0.227552,0.0
3229.9656,N9,0.19409,47.922,2.275,0.23092,0.0
3230.118,N9,0.1919,48.193,2.28,0.228241,0.0
3230.2704,N9,0.18972,47.867,2.282,0.226636,0.0
3230.4228,N9,0.1922,46.409,2.28,0.228363,0.0
3230.5752,N9,0.19804,43.079,2.281,0.230314,0.0004
3230.7276,N9,0.20387,38.662,2.298,0.226623,0.0
3230.88,N9,0.20345,37.932,2.305,0.223944,0.0
3231.0324,N9,0.20199,38.018,2.306,0.223006,0.0
3231.1848,N9,0.19319,39.396,2.297,0.222698,0.0
3231.3372,N9,0.19222,44.35,2.287,0.225873,0.0
3231.4896,N9,0.19489,46.609,2.281,0.229102,0.0
3231.642,N9,0.19757,46.025,2.29,0.224208,0.0175
3231.7944,N9,0.20024,46.105,2.304,0.217032,0.0382
3231.9468,N9,0.20063,47.272,2.318,0.211035,0.0454
3232.0992,N9,0.2075,47.224,2.309,0.217054,0.0451
3232.2516,N9,0.20864,46.255,2.298,0.222406,0.0391
3232.404,N9,0.20913,41.877,2.287,0.230834,0.0117
3232.5564,N9,0.20461,40.862,2.285,0.230742,0.0054
3232.7088,N9,0.19991,42.726,2.284,0.228041,0.0128
3232.8612,N9,0.19467,46.497,2.282,0.228655,0.0
3233.0136,N9,0.17997,47.451,2.284,0.2219,0.0
3233.166,N9,0.18347,47.082,2.291,0.220865,0.0
3233.3184,N9,0.18872,44.78,2.299,0.219081,0.0069
3233.4708,N9,0.18525,43.678,2.306,0.214693,0.0099
3233.6232,N9,0.17965,41.49,2.313,0.210551,0.0059
3233.7756,N9,0.17761,40.1,2.317,0.20913,0.0006
3233.928,N9,0.1823,40.976,2.314,0.211247,0.0061
3234.0804,N9,0.18218,41.851,2.31,0.212311,0.008
3234.2328,N9,0.18137,42.483,2.301,0.216449,0.0
3234.3852,N9,0.1883,41.835,2.293,0.222136,0.0
3234.5376,N9,0.18432,41.187,2.285,0.223347,0.0
3234.69,N9,0.18073,41.429,2.276,0.225053,0.0
3234.8424,N9,0.18003,44.491,2.274,0.22547,0.0
3234.9948,N9,0.1865,51.217,2.273,0.228515,0.0
3235.1472,N9,0.19168,53.005,2.291,0.224213,0.0001
3235.2996,N9,0.1884,50.759,2.299,0.219118,0.0058
3235.452,N9,0.18785,46.539,2.305,0.215074,0.0164
3235.6044,N9,0.19205,49.796,2.307,0.213215,0.0345
3235.7568,N9,0.20763,51.255,2.311,0.21244,0.0703
3235.9092,N9,0.21511,52.142,2.316,0.212758,0.0759
3236.0616,N9,0.20911,49.225,2.304,0.217533,0.0577
3236.214,N9,0.20311,46.308,2.29,0.223559,0.0359
3236.3664,N9,0.20176,44.391,2.277,0.232616,0.0044
3236.5188,N9,0.20093,45.271,2.263,0.237997,0.0
3236.6712,N9,0.18666,45.417,2.266,0.231072,0.0
3236.8236,N9,0.17239,41.512,2.276,0.221552,0.0
3236.976,N9,0.1669,37.345,2.306,0.208658,0.0
3237.1284,N9,0.17394,35.637,2.305,0.211957,0.0
3237.2808,N9,0.18328,37.349,2.297,0.218655,0.0
3237.4332,N9,0.18454,40.025,2.299,0.218462,0.0
3237.5856,N9,0.17738,40.585,2.303,0.214092,0.0
3237.738,N9,0.16935,40.241,2.308,0.208981,0.0
3237.8904,N9,0.1683,38.759,2.312,0.207132,0.0
3238.0428,N9,0.16764,38.486,2.31,0.20756,0.0
3238.1952,N9,0.16697,38.212,2.306,0.208687,0.0
3238.3476,N9,0.17178,38.295,2.302,0.212115,0.0
3238.5,N9,0.18548,38.66,2.312,0.214224,0.0
3238.6524,N9,0.18917,40.141,2.312,0.215582,0.0009
3238.8048,N9,0.18278,40.931,2.311,0.212553,0.0058
3238.9572,N9,0.17451,40.931,2.299,0.214315,0.0
3239.1096,N9,0.17257,40.931,2.299,0.213505,0.0
3239.262,N9,0.17647,40.113,2.303,0.213715,0.0
3239.4144,N9,0.17953,38.979,2.303,0.214981,0.0
3239.5668,N9,0.1813,37.844,2.294,0.218904,0.0
3239.7192,N9,0.18316,37.618,2.291,0.220737,0.0
3239.8716,N9,0.1817,41.237,2.292,0.219779,0.0
3240.024,N9,0.17961,44.244,2.289,0.219977,0.0
3240.1764,N9,0.17753,45.863,2.278,0.223007,0.0
3240.3288,N9,0.17322,44.075,2.271,0.223669,0.0
3240.4812,N9,0.17503,43.426,2.27,0.224787,0.0
3240.6336,N9,0.18347,42.778,2.274,0.226904,0.0
3240.786,N9,0.18931,42.846,2.281,0.226824,0.0
3240.9384,N9,0.18769,43.423,2.286,0.224378,0.0
3241.0908,N9,0.17918,43.605,2.291,0.21909,0.0
3241.2432,N9,0.1749,43.421,2.296,0.215538,0.0
3241.3956,N9,0.17377,40.024,2.291,0.216834,0.0
3241.548,N9,0.17263,38.42,2.279,0.220594,0.0
3241.7004,N9,0.17926,38.932,2.268,0.227275,0.0
3241.8528,N9,0.18664,41.559,2.272,0.228929,0.0
3242.0052,N9,0.19146,42.944,2.283,0.226991,0.0
3242.1576,N9,0.181,42.871,2.294,0.21878,0.0
3242.31,N9,0.17163,42.663,2.297,0.213817,0.0
3242.4624,N9,0.17046,40.829,2.297,0.213326,0.0
3242.6148,N9,0.1715,38.094,2.297,0.213763,0.0
3242.7672,N9,0.17356,38.399,2.303,0.212505,0.0
3242.9196,N9,0.17064,40.222,2.326,0.202948,0.0014
3243.072,N9,0.17517,42.045,2.34,0.198053,0.0128
3243.2244,N9,0.18052,42.979,2.339,0.199666,0.0186
3243.3768,N9,0.19725,42.797,2.329,0.210145,0.0175
3243.5292,N9,0.19732,42.614,2.318,0.214285,0.0163
3243.6816,N9,0.1946,41.837,2.308,0.217529,0.0115
3243.834,N9,0.18871,42.851,2.302,0.217028,0.0131
3243.9864,N9,0.18846,42.973,2.298,0.219796,0.0039
3244.1388,N9,0.18755,42.24,2.301,0.217848,0.0071
3244.2912,N9,0.1858,39.326,2.301,0.218267,0.0
3244.4436,N9,0.18741,37.482,2.3,0.21928,0.0
3244.596,N9,0.18996,37.909,2.298,0.221031,0.0
3244.7484,N9,0.19336,37.029,2.292,0.224552,0.0
3244.9008,N9,0.19428,35.962,2.282,0.228497,0.0
3245.0532,N9,0.18796,36.236,2.272,0.229474,0.0
3245.2056,N9,0.18163,38.569,2.271,0.227203,0.0
3245.358,N9,0.18018,40.903,2.274,0.225533,0.0
3245.5104,N9,0.18829,43.237,2.27,0.230323,0.0
3245.6628,N9,0.1964,41.442,2.272,0.232934,0.0
3245.8152,N9,0.19974,39.046,2.273,0.233932,0.0
3245.9676,N9,0.1965,39.276,2.272,0.232975,0.0
3246.12,N9,0.19326,41.245,2.269,0.232723,0.0
3246.2724,N9,0.19442,43.214,2.264,0.234985,0.0
3246.4248,N9,0.19997,44.479,2.279,0.231457,0.0027
3246.5772,N9,0.20931,46.233,2.307,0.219461,0.039
3246.7296,N9,0.21284,50.79,2.335,0.206348,0.0674
3246.882,N9,0.20498,55.348,2.327,0.201625,0.0959
3247.0344,N9,0.19273,56.165,2.326,0.200126,0.0762
3247.1868,N9,0.19908,57.581,2.351,0.188481,0.1099
3247.3392,N9,0.20547,60.646,2.39,0.174125,0.129
3247.4916,N9,0.2079,66.751,2.426,0.156651,0.1672
3247.644,N9,0.20988,70.577,2.436,0.150468,0.1911
3247.7964,N9,0.20769,70.869,2.443,0.147071,0.1929
3247.9488,N9,0.2055,67.139,2.45,0.14854,0.1696
3248.1012,N9,0.19853,61.039,2.441,0.154483,0.1315
3248.2536,N9,0.20059,60.492,2.425,0.160482,0.1281
3248.406,N9,0.20232,63.04,2.4,0.166968,0.144
3248.5584,N9,0.20854,65.823,2.398,0.167411,0.1614
3248.7108,N9,0.22882,66.956,2.396,0.175755,0.1685
3248.8632,N9,0.23794,66.956,2.391,0.181997,0.1685
3249.0156,N9,0.23987,65.883,2.385,0.18593,0.1618
3249.168,N9,0.24175,67.99,2.395,0.181715,0.1749
3249.3204,N9,0.23067,70.228,2.411,0.168803,0.1889
3249.4728,N9,0.21462,70.046,2.428,0.15581,0.1878
3249.6252,N9,0.2011,63.65,2.443,0.152202,0.1478
3249.7776,N9,0.20475,59.071,2.442,0.159967,0.1192
3249.93,N9,0.20885,58.169,2.431,0.16618,0.1136
3250.0824,N9,0.21498,58.481,2.413,0.173902,0.1155
3250.2348,N9,0.21466,57.842,2.4,0.177968,0.1115
3250.3872,N9,0.2093,55.655,2.4,0.177692,0.0978
3250.5396,N9,0.20395,54.733,2.401,0.175624,0.0921
3250.692,N9,0.20236,57.766,2.393,0.17465,0.111
3250.8444,N9,0.20661,58.04,2.384,0.179265,0.1128
3250.9968,N9,0.21268,58.313,2.387,0.180295,0.1145
3251.1492,N9,0.21471,60.345,2.41,0.172319,0.1272
3251.3016,N9,0.21025,63.868,2.437,0.158492,0.1492
3251.454,N9,0.20417,64.65,2.459,0.148448,0.1541
3251.6064,N9,0.20535,65.072,2.444,0.152535,0.1567
3251.7588,N9,0.20678,65.583,2.428,0.156921,0.1599
3251.9112,N9,0.20678,66.094,2.413,0.161106,0.1631
3252.0636,N9,0.1977,60.618,2.409,0.164319,0.1289
3252.216,N9,0.19411,55.762,2.407,0.168381,0.0985
3252.3684,N9,0.19177,55.404,2.396,0.171708,0.0963
3252.5208,N9,0.18739,55.917,2.38,0.175105,0.0995
3252.6732,N9,0.19794,56.31,2.365,0.184295,0.1019
3252.8256,N9,0.20852,56.534,2.379,0.183273,0.1033
3252.978,N9,0.2191,58.995,2.394,0.180588,0.1187
3253.1304,N9,0.22711,61.456,2.387,0.183837,0.1341
3253.2828,N9,0.21368,60.733,2.363,0.186931,0.1296
3253.4352,N9,0.20832,57.814,2.335,0.197684,0.1113
3253.5876,N9,0.21148,49.727,2.315,0.214036,0.0608
3253.74,N9,0.21088,52.883,2.325,0.207122,0.0805
3253.8924,N9,0.20709,54.89,2.335,0.200062,0.0931
3254.0448,N9,0.21062,53.327,2.345,0.19941,0.0833
3254.1972,N9,0.21479,50.979,2.342,0.20441,0.0686
3254.3496,N9,0.21043,50.687,2.333,0.206218,0.0668
3254.502,N9,0.20149,50.395,2.323,0.206523,0.065
3254.6544,N9,0.19315,49.415,2.318,0.205892,0.0588
3254.8068,N9,0.19479,49.898,2.314,0.208102,0.0581
3254.9592,N9,0.19644,51.85,2.327,0.201619,0.0741
3255.1116,N9,0.19983,54.931,2.348,0.192467,0.0933
3255.264,N9,0.20524,59.013,2.374,0.181343,0.1188
3255.4164,N9,0.20829,59.551,2.394,0.174873,0.1222
3255.5688,N9,0.20136,59.968,2.384,0.175299,0.1248
3255.7212,N9,0.19443,56.551,2.355,0.186193,0.1034
3255.8736,N9,0.19426,56.655,2.334,0.194469,0.0978
3256.026,N9,0.19864,56.759,2.344,0.191606,0.1047
3256.1784,N9,0.20247,54.424,2.377,0.183673,0.0901
3256.3308,N9,0.20518,58.151,2.417,0.16793,0.1134
3256.4832,N9,0.20722,61.878,2.44,0.158453,0.1367
3256.6356,N9,0.20145,63.301,2.419,0.159613,0.1456
3256.788,N9,0.19619,56.004,2.385,0.176784,0.1
3256.9404,N9,0.18391,54.809,2.351,0.18503,0.0926
3257.0928,N9,0.18262,54.201,2.35,0.185457,0.0888
3257.2452,N9,0.18642,59.578,2.379,0.17142,0.1224
3257.3976,N9,0.19021,60.706,2.411,0.160538,0.1294
3257.55,N9,0.19401,61.593,2.427,0.155517,0.135
3257.7024,N9,0.1978,58.091,2.425,0.16186,0.1131
3257.8548,N9,0.19423,56.876,2.429,0.160322,0.1055
3258.0072,N9,0.18631,58.771,2.441,0.150514,0.1173
3258.1596,N9,0.18342,61.486,2.456,0.141705,0.1343
3258.312,N9,0.1895,63.421,2.454,0.143234,0.1464
3258.4644,N9,0.19246,62.869,2.457,0.144754,0.1429
3258.6168,N9,0.19164,63.639,2.46,0.142588,0.1477
3258.7692,N9,0.19565,64.056,2.449,0.147154,0.1504
3258.9216,N9,0.1832,60.542,2.423,0.153646,0.1284
3259.074,N9,0.11762,47.269,2.4,0.154837,0.0
3259.2264,N9,0.09148,33.996,2.39,0.14634,0.0
3259.3788,N9,0.09397,21.596,2.381,0.150533,0.0
3259.5312,N9,0.11575,28.647,2.371,0.163913,0.0
3259.6836,N9,0.13753,35.697,2.368,0.17451,0.0
3259.836,N9,0.15931,42.748,2.377,0.177791,0.0172
3259.9884,N9,0.17954,47.946,2.386,0.177714,0.0497
3260.1408,N9,0.15955,42.679,2.395,0.171657,0.0167
3260.2932,N9,0.13955,37.413,2.405,0.162554,0.0
3260.4456,N9,0.11956,33.948,2.414,0.150897,0.0
3260.598,N9,0.12695,39.968,2.423,0.150995,0.0
3260.7504,N9,0.14142,48.475,2.432,0.145381,0.053
3260.9028,N9,0.15588,56.983,2.429,0.143861,0.1061
3261.0552,N9,0.16687,59.858,2.415,0.150422,0.1241
3261.2076,N9,0.16614,56.256,2.4,0.158985,0.1016
3261.36,N9,0.16541,51.031,2.386,0.168842,0.0689
3261.5124,N9,0.16468,50.922,2.371,0.173893,0.0683
3261.6648,N9,0.17547,52.59,2.357,0.181636,0.0787
3261.8172,N9,0.18641,53.384,2.351,0.187481,0.0836
3261.9696,N9,0.1934,53.684,2.36,0.186837,0.0855
3262.122,N9,0.19428,56.277,2.37,0.181078,0.1017
3262.2744,N9,0.18012,58.87,2.394,0.164257,0.1179
3262.4268,N9,0.17025,62.101,2.431,0.14399,0.1381
3262.5792,N9,0.17004,65.732,2.458,0.130849,0.1608
3262.7316,N9,0.1659,65.586,2.45,0.132059,0.1599
3262.884,N9,0.14653,57.264,2.43,0.139254,0.1079
3263.0364,N9,0.12716,44.732,2.41,0.150674,0.0296
3263.1888,N9,0.10779,32.201,2.41,0.147069,0.0
3263.3412,N9,0.10009,20.642,2.418,0.140894,0.0
3263.4936,N9,0.10091,19.098,2.413,0.142955,0.0
3263.646,N9,0.10545,20.558,2.399,0.149749,0.0
3263.7984,N9,0.10999,20.97,2.379,0.158593,0.0
3263.9508,N9,0.11,19.72,2.37,0.161658,0.0
3264.1032,N9,0.1038,19.273,2.366,0.160174,0.0
3264.2556,N9,0.0976,19.486,2.377,0.153579,0.0
3264.408,N9,0.09972,20.763,2.378,0.154228,0.0
3264.5604,N9,0.10358,20.82,2.367,0.159734,0.0
3264.7128,N9,0.10744,23.894,2.356,0.165244,0.0
3264.8652,N9,0.1113,23.736,2.351,0.168715,0.0
3265.0176,N9,0.11435,24.818,2.359,0.167377,0.0
3265.17,N9,0.11545,24.145,2.368,0.164803,0.0
3265.3224,N9,0.0985,23.472,2.376,0.154336,0.0
3265.4748,N9,0.10233,22.799,2.378,0.155435,0.0
3265.6272,N9,0.10616,23.723,2.375,0.158209,0.0
3265.7796,N9,0.10354,28.297,2.373,0.157684,0.0
3265.932,N9,0.09411,29.027,2.378,0.151607,0.0
3266.0844,N9,0.0974,28.517,2.37,0.155845,0.0
3266.2368,N9,0.10068,24.29,2.358,0.161429,0.0
3266.3892,N9,0.10084,23.262,2.364,0.159477,0.0
3266.5416,N9,0.10227,24.152,2.374,0.15676,0.0
3266.694,N9,0.11645,27.404,2.375,0.162861,0.0
3266.8464,N9,0.13063,26.476,2.372,0.170143,0.0
3266.9988,N9,0.12636,29.889,2.37,0.168964,0.0
3267.1512,N9,0.11936,30.801,2.361,0.168949,0.0
3267.3036,N9,0.12326,29.988,2.347,0.17549,0.0
3267.456,N9,0.14535,29.457,2.34,0.187591,0.0
3267.6084,N9,0.16295,31.744,2.342,0.194342,0.0
3267.7608,N9,0.14179,35.937,2.344,0.184666,0.0
3267.9132,N9,0.12063,40.13,2.344,0.175339,0.0
3268.0656,N9,0.09946,40.457,2.344,0.165583,0.0
3268.218,N9,0.09586,40.457,2.354,0.160507,0.0
3268.3704,N9,0.0925,44.596,2.372,0.152861,0.0
3268.5228,N9,0.09542,50.941,2.39,0.148185,0.0
3268.6752,N9,0.09834,57.286,2.408,0.143471,0.0
3268.8276,N9,0.09937,62.317,2.426,0.137868,0.0
3268.98,N9,0.10034,65.441,2.456,0.121445,0.0398
3270.8088,N9,0.1511,41.157,2.351,0.186213,0.0
3270.9612,N9,0.10562,39.177,2.468,0.109421,0.0917
3271.1136,N9,0.18261,50.283,2.466,0.092567,0.3716
3271.266,N9,0.24118,64.449,2.464,0.079993,0.5835
3271.5708,N9,0.28599,91.943,2.468,0.066027,0.7584
3271.7232,N9,0.22003,94.101,2.481,0.072085,0.5447
3271.8756,N9,0.17551,88.416,2.494,0.07276,0.4102
3272.028,N9,0.131,55.842,2.485,0.090285,0.2248
3272.1804,N9,0.08649,36.46,2.459,0.120906,0.0001
3272.3328,N9,0.07148,23.857,2.433,0.122442,0.0
3272.4852,N9,0.06262,18.38,2.416,0.123549,0.0
3272.6376,N9,0.06311,23.782,2.415,0.124129,0.0
3272.79,N9,0.07078,31.68,2.419,0.126704,0.0
3272.9424,N9,0.09005,37.635,2.427,0.13327,0.0
3273.0948,N9,0.11835,33.257,2.422,0.141719,0.0322
3273.2472,N9,0.11081,28.879,2.401,0.151477,0.0
3273.3996,N9,0.11079,34.459,2.392,0.154531,0.0
3273.552,N9,0.12918,47.724,2.443,0.123014,0.1209
3273.7044,N9,0.1944,63.615,2.495,0.067486,0.4823
3273.8568,N9,0.21316,79.669,2.471,0.081397,0.4961
3274.0092,N9,0.23193,80.225,2.491,0.061564,0.6118
3274.1616,N9,0.23107,70.13,2.516,0.04259,0.6665
3275.9904,N9,0.29132,85.935,2.609,0.0,0.9375
3276.6,N9,0.20251,55.07,2.564,0.054865,0.4626
3276.7524,N9,0.16072,44.896,2.435,0.121584,0.219
3276.9048,N9,0.12147,34.721,2.377,0.164407,0.0
3277.0572,N9,0.11996,24.546,2.355,0.171271,0.0
3277.2096,N9,0.11595,16.908,2.362,0.167076,0.0
3277.362,N9,0.11194,16.981,2.374,0.161176,0.0
3277.5144,N9,0.13853,21.935,2.389,0.167666,0.0
3277.6668,N9,0.18728,34.536,2.409,0.15473,0.1467
3277.8192,N9,0.15444,58.052,2.429,0.12769,0.1819
3277.9716,N9,0.11812,81.569,2.435,0.131802,0.0615
3278.124,N9,0.08324,74.134,2.415,0.134083,0.0
3278.2764,N9,0.08214,56.165,2.395,0.140213,0.0
3278.4288,N9,0.07616,38.197,2.379,0.142583,0.0
3278.5812,N9,0.07149,22.645,2.39,0.136606,0.0
3278.7336,N9,0.08414,18.266,2.401,0.139177,0.0
3278.886,N9,0.14978,23.651,2.408,0.165777,0.0
3279.648,N9,0.2626,67.909,2.352,0.160307,0.4035
3280.2576,N9,0.09074,42.14,2.459,0.119894,0.0158
3280.41,N9,0.08957,40.194,2.453,0.124341,0.0
3280.5624,N9,0.09696,42.925,2.454,0.12226,0.0272
3280.7148,N9,0.12965,50.461,2.463,0.107541,0.1689
3280.8672,N9,0.19903,60.069,2.473,0.083261,0.4485
3281.0196,N9,0.27767,73.765,2.484,0.058369,0.7502
3281.3244,N9,0.26161,85.855,2.482,0.061284,0.7007
3281.4768,N9,0.19594,72.537,2.468,0.087835,0.4255
3281.6292,N9,0.13689,41.252,2.455,0.111957,0.1772
3281.7816,N9,0.09047,31.557,2.445,0.127432,0.0
3281.934,N9,0.07595,21.862,2.435,0.123955,0.0
3282.0864,N9,0.07365,19.141,2.424,0.126472,0.0
3282.2388,N9,0.06645,20.599,2.418,0.124858,0.0
3285.1344,N9,0.15524,70.944,2.315,0.200552,0.0
3285.2868,N9,0.13918,57.704,2.474,0.096808,0.2296
3285.4392,N9,0.14334,48.982,2.445,0.118088,0.1779
3285.5916,N9,0.1478,46.703,2.417,0.13848,0.1295
3285.744,N9,0.14002,44.425,2.399,0.154137,0.0591
3285.8964,N9,0.12546,46.985,2.393,0.160666,0.0
3286.0488,N9,0.10292,47.709,2.404,0.146909,0.0
3286.2012,N9,0.08038,45.565,2.429,0.128065,0.0
3286.3536,N9,0.06994,41.478,2.442,0.118725,0.0
3286.506,N9,0.06978,31.851,2.441,0.118975,0.0
3286.6584,N9,0.06962,21.766,2.431,0.122183,0.0
3286.8108,N9,0.0685,21.387,2.421,0.124909,0.0
3286.9632,N9,0.06679,20.839,2.417,0.125358,0.0
3287.1156,N9,0.07006,19.475,2.416,0.127332,0.0
3287.268,N9,0.07569,16.705,2.412,0.131435,0.0
3287.4204,N9,0.08491,16.095,2.406,0.137877,0.0
3287.5728,N9,0.09935,18.282,2.406,0.144608,0.0
3287.7252,N9,0.11378,22.086,2.418,0.147002,0.0
3287.8776,N9,0.12161,34.126,2.418,0.144004,0.035
3288.03,N9,0.12259,42.19,2.426,0.137635,0.0572
3288.1824,N9,0.13679,49.645,2.426,0.134228,0.1097
3288.3348,N9,0.20382,57.099,2.442,0.105848,0.3945
3289.4016,N9,0.09641,44.957,2.441,0.131474,0.0
3289.554,N9,0.12316,45.071,2.496,0.083651,0.2213
3289.7064,N9,0.14992,47.615,2.516,0.065414,0.3479
3289.8588,N9,0.2065,54.176,2.534,0.067259,0.4489
3290.0112,N9,0.25352,63.743,2.548,0.058616,0.596
3290.4684,N9,0.27493,101.925,2.518,0.030535,0.8333
3290.6208,N9,0.26222,97.564,2.517,0.034363,0.784
3290.7732,N9,0.2106,85.633,2.526,0.039735,0.614
3291.2304,N9,0.077,49.839,2.455,0.117837,0.0
3291.3828,N9,0.0735,37.87,2.434,0.123099,0.0
3291.5352,N9,0.07187,25.892,2.432,0.122962,0.0
3291.6876,N9,0.07066,20.216,2.444,0.11842,0.0
3291.84,N9,0.08838,23.715,2.465,0.119783,0.0
3291.9924,N9,0.14487,32.766,2.487,0.115016,0.1195
3292.1448,N9,0.20525,49.116,2.508,0.089385,0.371
3292.7544,N9,0.19911,69.982,2.39,0.146756,0.2567
3292.9068,N9,0.11517,50.816,2.385,0.158875,0.0
3293.0592,N9,0.08939,27.465,2.386,0.146691,0.0
3293.2116,N9,0.11683,16.315,2.372,0.164055,0.0
3293.364,N9,0.18239,22.604,2.337,0.204087,0.0
3293.8212,N9,0.21692,49.335,2.291,0.218056,0.0934
3293.9736,N9,0.18337,41.728,2.29,0.221179,0.0
3294.126,N9,0.15418,34.121,2.282,0.211635,0.0
3294.2784,N9,0.14013,26.515,2.28,0.206139,0.0
3294.4308,N9,0.14119,18.908,2.279,0.206958,0.0
3294.5832,N9,0.14557,16.165,2.282,0.20786,0.0
3294.7356,N9,0.14995,15.551,2.294,0.205603,0.0
3294.888,N9,0.15072,16.942,2.305,0.202101,0.0
3295.0404,N9,0.14927,16.606,2.313,0.198683,0.0
3295.1928,N9,0.14124,16.677,2.317,0.193797,0.0
3295.3452,N9,0.13321,15.226,2.318,0.189907,0.0
3295.4976,N9,0.12667,14.498,2.321,0.18595,0.0
3295.65,N9,0.12132,15.262,2.318,0.184559,0.0
3295.8024,N9,0.11597,16.846,2.325,0.179719,0.0
3295.9548,N9,0.11435,17.756,2.332,0.176587,0.0
3296.1072,N9,0.11237,16.298,2.345,0.171248,0.0
3296.2596,N9,0.10898,14.839,2.358,0.165272,0.0
3296.412,N9,0.10169,14.826,2.36,0.161225,0.0
3296.5644,N9,0.10202,14.988,2.356,0.162731,0.0
3296.7168,N9,0.10612,14.79,2.348,0.167348,0.0
3296.8692,N9,0.11167,15.763,2.347,0.170246,0.0
3297.0216,N9,0.1102,16.412,2.354,0.167191,0.0
3297.174,N9,0.10896,15.579,2.355,0.166282,0.0
3297.3264,N9,0.10921,14.745,2.35,0.168096,0.0
3297.4788,N9,0.11244,15.464,2.346,0.170939,0.0
3297.6312,N9,0.11779,16.769,2.357,0.169613,0.0
3297.7836,N9,0.12314,19.139,2.369,0.167889,0.0
3297.936,N9,0.12492,21.508,2.375,0.166614,0.0
3298.0884,N9,0.12492,23.247,2.375,0.166614,0.0
3298.2408,N9,0.12155,24.419,2.37,0.166842,0.0
3298.3932,N9,0.11733,25.149,2.365,0.166671,0.0
3298.5456,N9,0.11708,25.878,2.369,0.165192,0.0
3298.698,N9,0.11745,27.639,2.376,0.162965,0.0
3298.8504,N9,0.1232,29.659,2.392,0.160024,0.0
3299.0028,N9,0.12728,31.678,2.399,0.157202,0.012
3299.1552,N9,0.12816,33.698,2.399,0.156991,0.0153
3299.3076,N9,0.1364,37.382,2.389,0.162666,0.0226
3299.46,N9,0.14534,37.382,2.394,0.156684,0.0672
3299.6124,N9,0.14787,43.095,2.401,0.150716,0.0928
3299.7648,N9,0.13677,48.549,2.398,0.155685,0.0448
